,Campaign_ID,Campaign_Name,Start_Date,End_Date,Channel,Impressions,Clicks,Spend,Conversions,Active,Campaign_Tag,Duration,click_through_rate,conversion_rate,cost_per_click,cost_acquisition
1195,CMP-01196,Q4_Summer_CMP-01196,2023-02-22,2023-04-02,Email,38219,1635,2355.14,247.0,1,INVALID,39 days,0.04277976922473115,0.1510703363914373,1.4404525993883792,9.53497975708502
1196,CMP-01197,Q1_Launch_CMP-01197,2023-10-12,2023-11-11,Google Ads,81879,1910,3271.05,355.0,1,GO,30 days,0.023327104630002808,0.18586387434554974,1.7125916230366494,9.214225352112676
1197,CMP-01198,Q3_Summer_CMP-01198,2023-05-22,2023-06-13,Email,65644,2581,3658.49,411.0,1,EM,22 days,0.039318140271768935,0.15924060441689267,1.417469972878729,8.901435523114355
1199,CMP-01200,Q3_BlackFriday_CMP-01200,2023-09-25,2023-10-15,Email,54028,2254,1991.67,139.0,0,EM,20 days,0.04171910861035019,0.0616681455190772,0.8836157941437445,14.328561151079137
1200,CMP-01201,Q3_Launch_CMP-01201,2023-03-18,2023-04-09,Google Ads,1126,55,54.51,5.0,0,GO,22 days,0.04884547069271759,0.09090909090909091,0.991090909090909,10.902
1201,CMP-01202,Q4_Summer_CMP-01202,2023-02-21,2023-03-19,Email,53329,961,717.8,171.0,0,EM,26 days,0.01802021414239907,0.17793964620187305,0.746930280957336,4.19766081871345
1203,CMP-01204,Q3_Launch_CMP-01204,2023-06-26,2023-07-01,Email,66310,901,1519.12,60.0,0,EM,5 days,0.013587694163776204,0.06659267480577137,1.6860377358490566,25.318666666666665
1204,CMP-01205,Q4_Summer_CMP-01205,2023-12-02,2023-12-18,Email,56176,566,609.64,55.0,0,EM,16 days,0.010075477072059242,0.09717314487632508,1.0771024734982333,11.084363636363635
1206,CMP-01207,Q2_Launch_CMP-01207,2023-11-13,2023-11-16,Instagram,45327,1072,1491.23,202.0,1,IN,3 days,0.023650362918348888,0.1884328358208955,1.39107276119403,7.382326732673268
1207,CMP-01208,Q2_Launch_CMP-01208,2023-01-20,2023-02-12,Instagram,69904,2468,3416.9,444.0,1,IN,23 days,0.035305561913481345,0.17990275526742303,1.384481361426256,7.695720720720721
1208,CMP-01209,Q1_Summer_CMP-01209,2023-12-20,2024-01-05,Google Ads,4797,61,36.66,7.0,0,GO,16 days,0.012716281008963937,0.11475409836065574,0.600983606557377,5.237142857142857
1209,CMP-01210,Q4_Winter_CMP-01210,2023-05-18,2023-05-29,TikTok,48882,499,871.91,29.0,0,TI,11 days,0.010208256617977987,0.05811623246492986,1.7473146292585169,30.065862068965515
1210,CMP-01211,Q2_Summer_CMP-01211,2023-06-05,2023-06-23,TikTok,14718,698,534.66,109.0,0,TI,18 days,0.04742492186438375,0.15616045845272206,0.7659885386819484,4.905137614678899
1212,CMP-01213,Q2_Launch_CMP-01213,2023-04-27,2023-05-17,Email,77589,3287,5453.15,642.0,1,EM,20 days,0.04236425266468185,0.19531487678734408,1.6590051718892607,8.494003115264796
1213,CMP-01214,Q4_BlackFriday_CMP-01214,2023-08-15,2023-09-05,Unknown,23116,1048,1647.82,140.0,0,XX,21 days,0.04533656341927669,0.13358778625954199,1.5723473282442748,11.770142857142856
1214,CMP-01215,Q2_Launch_CMP-01215,2023-02-11,2023-08-02,Google Ads,37244,1415,1936.38,142.0,1,GO,172 days,0.03799269681022446,0.10035335689045936,1.3684664310954064,13.636478873239437
1216,CMP-01217,Q3_Summer_CMP-01217,2023-09-06,2023-09-27,Facebook,48523,1259,1310.07,247.0,1,FA,21 days,0.025946458380561796,0.19618745035742652,1.0405639396346307,5.303927125506073
1217,CMP-01218,Q3_Launch_CMP-01218,2023-01-29,2023-02-07,Facebook,20256,788,1108.92,121.0,1,FA,9 days,0.038902053712480254,0.15355329949238578,1.4072588832487312,9.164628099173555
1218,CMP-01219,Q2_Launch_CMP-01219,2023-06-09,2023-07-09,Instagram,54173,1149,1242.27,173.0,0,IN,30 days,0.02120982777398335,0.15056570931244562,1.0811749347258486,7.180751445086705
1219,CMP-01220,Q4_Launch_CMP-01220,2023-09-26,2023-10-05,Instagram,38430,1440,2585.12,123.0,0,IN,9 days,0.03747072599531616,0.08541666666666667,1.795222222222222,21.017235772357722
1220,CMP-01221,Q3_Launch_CMP-01221,2023-04-09,2023-05-07,Unknown,40282,442,425.74,71.0,1,XX,28 days,0.010972642867782136,0.16063348416289594,0.9632126696832579,5.996338028169014
1221,CMP-01222,Q2_Winter_CMP-01222,2023-01-30,2023-02-09,TikTok,64374,1432,1346.51,232.0,1,TI,10 days,0.0222450057476621,0.16201117318435754,0.9403002793296089,5.803922413793104
1222,CMP-01223,Q4_BlackFriday_CMP-01223,2023-07-04,2023-07-24,Instagram,69244,2213,1989.48,215.0,1,IN,20 days,0.03195944774998556,0.09715318572074108,0.898996836873023,9.25339534883721
1223,CMP-01224,Q1_BlackFriday_CMP-01224,2023-08-26,2023-09-12,Facebook,12694,447,446.63,54.0,1,FA,17 days,0.0352134866866236,0.12080536912751678,0.99917225950783,8.270925925925926
1224,CMP-01225,Q4_Winter_CMP-01225,2023-03-05,2023-03-13,Facebook,57264,1894,2530.59,178.0,0,FA,8 days,0.0330748812517463,0.09398099260823653,1.3361087645195355,14.21679775280899
1225,CMP-01226,Q1_Launch_CMP-01226,2023-09-08,2023-09-19,Email,76060,2883,4498.99,256.0,0,EM,11 days,0.037904286089929004,0.08879639264654873,1.560523759972251,17.5741796875
1227,CMP-01228,Q4_Winter_CMP-01228,2023-03-25,2023-04-23,Email,58545,821,1405.2,76.0,1,EM,29 days,0.014023400802801265,0.0925700365408039,1.7115712545676005,18.489473684210527
1228,CMP-01229,Q1_Winter_CMP-01229,2023-12-19,2023-12-30,Google Ads,40224,1800,3291.97,239.0,0,GO,11 days,0.04474940334128878,0.13277777777777777,1.828872222222222,13.773933054393305
1229,CMP-01230,Q2_Summer_CMP-01230,2023-01-15,2023-02-14,Facebook,98945,3687,6356.83,185.0,1,FA,30 days,0.037263125979079284,0.05017629509085978,1.7241198806617846,34.361243243243244
1230,CMP-01231,Q4_Summer_CMP-01231,2023-10-20,2023-10-28,Unknown,14224,206,108.85,19.0,0,XX,8 days,0.014482564679415073,0.09223300970873786,0.5283980582524271,5.728947368421053
1231,CMP-01232,Q3_Winter_CMP-01232,2023-04-24,2023-05-13,Google Ads,41738,1823,2923.87,332.0,1,INVALID,19 days,0.04367722459149935,0.1821173889193637,1.603878222709819,8.80683734939759
1232,CMP-01233,Q2_Launch_CMP-01233,2023-05-18,2023-05-25,Google Ads,26150,514,417.68,71.0,1,GO,7 days,0.01965583173996176,0.13813229571984437,0.8126070038910506,5.882816901408451
1233,CMP-01234,Q1_BlackFriday_CMP-01234,2023-12-16,2023-12-28,Instagram,64731,1885,1318.35,266.0,1,IN,12 days,0.029120514127697703,0.14111405835543767,0.6993899204244032,4.956203007518797
1234,CMP-01235,Q1_Launch_CMP-01235,2023-03-09,2023-03-19,Facebook,50688,801,1167.64,88.0,0,FA,10 days,0.01580255681818182,0.10986267166042447,1.4577278401997504,13.268636363636364
1235,CMP-01236,Q2_Winter_CMP-01236,2023-01-05,2023-01-12,Google Ads,74509,2861,2802.68,433.0,1,GO,7 days,0.03839804587365285,0.15134568332750786,0.9796155190492835,6.47270207852194
1236,CMP-01237,Q4_BlackFriday_CMP-01237,2023-06-06,2023-07-03,Facebook,9577,351,205.57,27.0,0,FA,27 days,0.03665030802965438,0.07692307692307693,0.5856695156695156,7.613703703703703
1237,CMP-01238,Q2_Winter_CMP-01238,2023-05-21,2023-06-01,Instagram,9070,167,117.98,28.0,1,IN,11 days,0.018412348401323043,0.16766467065868262,0.7064670658682635,4.213571428571429
1238,CMP-01239,Q4_Winter_CMP-01239,2023-06-28,2023-07-15,Facebook,9666,430,215.6,29.0,0,FA,17 days,0.044485826608731634,0.06744186046511629,0.5013953488372093,7.43448275862069
1239,CMP-01240,Q3_Winter_CMP-01240,2023-06-04,2023-06-26,Instagram,58761,1530,2837.9,227.0,0,IN,22 days,0.02603767805176903,0.14836601307189543,1.8548366013071895,12.501762114537446
1240,CMP-01241,Q3_Summer_CMP-01241,2023-07-23,2023-08-06,Instagram,37368,810,434.91,81.0,0,IN,14 days,0.02167630057803468,0.1,0.5369259259259259,5.36925925925926
1241,CMP-01242,Q1_Winter_CMP-01242,2023-12-06,2023-12-15,Google Ads,7783,125,101.77,20.0,0,GO,9 days,0.01606064499550302,0.16,0.81416,5.0885
1242,CMP-01243,Q4_Launch_CMP-01243,2023-10-15,2023-10-24,Email,42914,886,996.21,117.0,1,EM,9 days,0.020645943048888473,0.13205417607223477,1.1243905191873589,8.514615384615386
1243,CMP-01244,Q2_Launch_CMP-01244,2023-06-02,2023-06-22,Email,71507,778,805.12,91.0,1,INVALID,20 days,0.010880053701036263,0.11696658097686376,1.0348586118251928,8.847472527472528
1244,CMP-01245,Q2_Winter_CMP-01245,2023-06-22,2023-07-06,Facebook,80026,2667,4980.86,201.0,0,FA,14 days,0.03332666883262939,0.07536557930258718,1.867589051368579,24.780398009950247
1245,CMP-01246,Q4_Summer_CMP-01246,2023-05-22,2023-06-13,Instagram,68526,2993,1677.38,435.0,1,IN,22 days,0.04367685258150191,0.14533912462412296,0.5604343468092216,3.8560459770114943
1246,CMP-01247,Q3_Winter_CMP-01247,2023-11-30,2023-12-22,Instagram,71835,2295,2910.8,450.0,1,IN,22 days,0.03194821465859261,0.19607843137254902,1.268322440087146,6.468444444444445
1247,CMP-01248,Q2_Launch_CMP-01248,2023-05-04,2023-05-11,Google Ads,46765,877,1333.67,152.0,0,GO,7 days,0.01875334117395488,0.1733181299885975,1.5207183580387686,8.774144736842105
1248,CMP-01249,Q1_Summer_CMP-01249,2023-11-04,2023-11-29,TikTok,20956,237,449.72,13.0,0,TI,25 days,0.011309410192784882,0.05485232067510549,1.897552742616034,34.59384615384616
1249,CMP-01250,Q1_Launch_CMP-01250,2023-03-13,2023-04-02,Instagram,88895,1652,2363.28,175.0,0,IN,20 days,0.018583722369087126,0.1059322033898305,1.4305569007263923,13.504457142857143
1250,CMP-01251,Q4_Launch_CMP-01251,2023-06-01,2023-06-30,Email,47240,1258,2145.69,237.0,0,EM,29 days,0.026629974597798475,0.18839427662957076,1.7056359300476949,9.05354430379747
1251,CMP-01252,Q1_Launch_CMP-01252,2023-07-18,2023-08-13,Email,38148,1540,963.4,193.0,1,EM,26 days,0.040369088811995385,0.1253246753246753,0.6255844155844156,4.991709844559585
1252,CMP-01253,Q3_Summer_CMP-01253,2023-10-20,2023-10-25,Instagram,95270,1668,1799.62,249.0,1,IN,5 days,0.017508134774850425,0.14928057553956833,1.0789088729016787,7.2273895582329315
1253,CMP-01254,Q1_Launch_CMP-01254,2024-01-01,2024-01-27,Facebook,5757,223,236.59,41.0,1,FA,26 days,0.03873545249261768,0.18385650224215247,1.0609417040358744,5.770487804878049
1254,CMP-01255,Q4_Summer_CMP-01255,2023-09-01,2023-09-26,Google Ads,20097,897,1641.0,162.0,0,GO,25 days,0.044633527392148084,0.1806020066889632,1.8294314381270902,10.12962962962963
1255,CMP-01256,Q3_Launch_CMP-01256,2023-09-17,2023-10-10,Email,11395,320,232.66,40.0,1,EM,23 days,0.028082492321193506,0.125,0.7270625,5.8165
1257,CMP-01258,Q4_Launch_CMP-01258,2023-02-19,2023-02-26,Facebook,28696,923,916.39,93.0,0,FA,7 days,0.03216476163925286,0.10075839653304441,0.9928385698808234,9.853655913978494
1258,CMP-01259,Q4_Summer_CMP-01259,2023-10-14,2023-11-05,Email,71480,2536,1475.19,400.0,1,EM,22 days,0.03547845551203134,0.15772870662460567,0.5816995268138802,3.6879750000000002
1259,CMP-01260,Q1_Winter_CMP-01260,2023-12-15,2024-01-06,Email,47163,1464,1132.68,136.0,1,EM,22 days,0.031041282361172953,0.09289617486338798,0.773688524590164,8.328529411764706
1260,CMP-01261,Q3_Summer_CMP-01261,2023-04-24,2023-05-06,Email,20816,593,1155.05,51.0,1,EM,12 days,0.02848770176787087,0.08600337268128162,1.9478077571669477,22.648039215686275
1261,CMP-01262,Q2_BlackFriday_CMP-01262,2023-06-07,2023-06-30,Email,50840,985,1125.14,101.0,1,EM,23 days,0.019374508261211645,0.10253807106598985,1.142274111675127,11.14
1262,CMP-01263,Q4_BlackFriday_CMP-01263,2023-07-10,2023-07-28,Google Ads,53853,1191,1724.6,91.0,0,GO,18 days,0.022115759567712105,0.0764063811922754,1.4480268681780015,18.951648351648352
1263,CMP-01264,Q2_Winter_CMP-01264,2023-03-02,2023-03-20,Email,25917,559,888.34,86.0,1,EM,18 days,0.021568854419878845,0.15384615384615385,1.5891592128801433,10.32953488372093
1265,CMP-01266,Q3_Summer_CMP-01266,2023-08-30,2023-09-06,Email,22566,333,240.04,40.0,1,EM,7 days,0.014756713639989365,0.12012012012012012,0.7208408408408408,6.0009999999999994
1266,CMP-01267,Q3_Summer_CMP-01267,2023-12-15,2024-01-10,Email,76452,3568,2889.62,387.0,1,EM,26 days,0.046669805891278185,0.10846412556053811,0.8098710762331838,7.46671834625323
1267,CMP-01268,Q4_Launch_CMP-01268,2023-01-28,2023-02-12,Instagram,63823,2478,2403.41,461.0,0,IN,15 days,0.03882612851166507,0.18603712671509282,0.9698991121872477,5.2134707158351405
1268,CMP-01269,Q2_BlackFriday_CMP-01269,2023-04-13,2023-05-02,Instagram,21806,568,825.93,30.0,1,IN,19 days,0.026047876731174906,0.0528169014084507,1.4541021126760563,27.531
1269,CMP-01270,Q3_BlackFriday_CMP-01270,2023-08-23,2023-09-09,Instagram,76520,1250,1371.78,206.0,0,IN,17 days,0.016335598536330372,0.1648,1.097424,6.6591262135922324
1270,CMP-01271,Q4_BlackFriday_CMP-01271,2023-04-03,2023-04-09,Google Ads,2759,124,63.27,22.0,1,GO,6 days,0.0449438202247191,0.1774193548387097,0.510241935483871,2.875909090909091
1271,CMP-01272,Q4_BlackFriday_CMP-01272,2023-11-20,2023-11-24,TikTok,42949,1844,2369.74,215.0,1,TI,4 days,0.042934643414282055,0.11659436008676789,1.2851084598698481,11.022046511627906
1272,CMP-01273,Q3_Summer_CMP-01273,2023-01-30,2023-02-23,Google Ads,93374,3629,6830.76,481.0,1,GO,24 days,0.03886520873048172,0.13254340038578122,1.882270597960871,14.201164241164241
1273,CMP-01274,Q2_Winter_CMP-01274,2023-05-21,2023-06-14,Facebook,3482,72,123.7,13.0,1,FA,24 days,0.02067777139574957,0.18055555555555555,1.7180555555555557,9.515384615384615
1274,CMP-01275,Q3_Summer_CMP-01275,2023-10-23,2023-11-21,Facebook,25442,663,1152.17,54.0,0,FA,29 days,0.026059272069805833,0.08144796380090498,1.737812971342383,21.33648148148148
1275,CMP-01276,Q2_BlackFriday_CMP-01276,2023-02-15,2023-02-25,Email,34719,489,827.68,62.0,1,EM,10 days,0.014084507042253521,0.12678936605316973,1.692597137014315,13.349677419354839
1276,CMP-01277,Q3_BlackFriday_CMP-01277,2023-08-08,2023-08-29,Email,59066,1037,1022.06,125.0,1,E-,21 days,0.017556631564690346,0.12054001928640308,0.9855930568948891,8.17648
1277,CMP-01278,Q3_Winter_CMP-01278,2023-07-16,2023-07-24,Email,94501,3904,6432.98,346.0,1,EM,8 days,0.04131173215098253,0.08862704918032786,1.6477920081967212,18.59242774566474
1278,CMP-01279,Q3_Launch_CMP-01279,2023-10-01,2023-10-08,TikTok,3079,118,84.34,20.0,0,TI,7 days,0.038324131211432286,0.1694915254237288,0.7147457627118644,4.2170000000000005
1279,CMP-01280,Q4_BlackFriday_CMP-01280,2023-01-08,2023-01-28,TikTok,3717,125,185.82,23.0,1,TI,20 days,0.03362927091740651,0.184,1.4865599999999999,8.07913043478261
1280,CMP-01281,Q2_Winter_CMP-01281,2023-09-29,2023-10-25,TikTok,60676,2780,4065.34,465.0,0,TI,26 days,0.045817127035401146,0.1672661870503597,1.4623525179856116,8.742666666666667
1281,CMP-01282,Q2_BlackFriday_CMP-01282,2023-11-17,2023-12-08,TikTok,28952,964,518.97,76.0,0,TI,21 days,0.033296490743299254,0.07883817427385892,0.538350622406639,6.8285526315789475
1282,CMP-01283,Q4_BlackFriday_CMP-01283,2023-06-26,2023-07-23,TikTok,87444,2507,4216.66,157.0,1,TI,27 days,0.02866977722885504,0.06262465097726366,1.6819545273234942,26.857707006369427
1283,CMP-01284,Q2_Summer_CMP-01284,2023-09-15,2023-09-26,Facebook,43460,1026,1903.1,144.0,1,FA,11 days,0.023607915324436263,0.14035087719298245,1.8548732943469786,13.215972222222222
1284,CMP-01285,Q2_BlackFriday_CMP-01285,2023-01-24,2023-01-30,Facebook,91397,4352,3921.69,254.0,1,FA,6 days,0.04761644255281902,0.058363970588235295,0.9011236213235294,15.43972440944882
1285,CMP-01286,Q2_Summer_CMP-01286,2023-09-24,2023-10-23,Email,73847,982,1687.65,148.0,0,EM,29 days,0.01329776429645077,0.15071283095723015,1.718584521384929,11.403040540540541
1286,CMP-01287,Q3_BlackFriday_CMP-01287,2023-12-18,2024-01-08,Facebook,94607,4468,2786.28,578.0,0,FA,21 days,0.04722694938006702,0.12936436884512087,0.6236078782453,4.820553633217993
1287,CMP-01288,Q4_Launch_CMP-01288,2023-09-08,2023-10-04,Instagram,90106,3880,5431.81,579.0,1,IN,26 days,0.04306039553414867,0.14922680412371134,1.3999510309278351,9.381364421416235
1288,CMP-01289,Q2_BlackFriday_CMP-01289,2023-07-26,2023-08-11,Facebook,19449,295,362.4,40.0,1,FA,16 days,0.01516787495501054,0.13559322033898305,1.2284745762711864,9.059999999999999
1289,CMP-01290,Q2_BlackFriday_CMP-01290,2023-04-25,2023-05-07,Email,34536,1125,1483.75,127.0,1,EM,12 days,0.032574704656011116,0.11288888888888889,1.318888888888889,11.683070866141732
1290,CMP-01291,Q3_Launch_CMP-01291,2023-01-12,2023-01-20,Instagram,65077,2906,5490.33,232.0,1,IN,8 days,0.044654793552253484,0.07983482450103235,1.8893083275980729,23.66521551724138
1291,CMP-01292,Q4_Winter_CMP-01292,2023-07-07,2023-07-20,Google Ads,39258,1290,2331.0,123.0,0,GO,13 days,0.03285954455142901,0.09534883720930233,1.8069767441860465,18.951219512195124
1292,CMP-01293,Q4_Winter_CMP-01293,2023-07-12,2023-07-28,Google Ads,49302,2282,3828.34,293.0,1,GO,16 days,0.04628615471988966,0.12839614373356706,1.6776248904469764,13.066006825938567
1293,CMP-01294,Q4_Launch_CMP-01294,2023-10-01,2023-10-24,Email,29865,1425,1297.53,210.0,0,EM,23 days,0.047714716223003516,0.14736842105263157,0.9105473684210527,6.178714285714285
1294,CMP-01295,Q1_Summer_CMP-01295,2023-01-25,2023-02-03,Email,7645,205,382.88,34.0,1,EM,9 days,0.026814911706998037,0.16585365853658537,1.8677073170731706,11.261176470588236
1296,CMP-01297,Q3_Winter_CMP-01297,2023-03-01,2023-03-20,Google Ads,27737,1316,2342.47,257.0,1,INVALID,19 days,0.047445650214514905,0.1952887537993921,1.7799924012158053,9.114669260700389
1297,CMP-01298,Q2_Winter_CMP-01298,2023-10-08,2023-10-23,TikTok,12485,462,458.41,42.0,0,TI,15 days,0.03700440528634361,0.09090909090909091,0.9922294372294372,10.91452380952381
1298,CMP-01299,Q3_Summer_CMP-01299,2023-04-16,2023-05-04,Email,39565,579,336.2,35.0,0,EM,18 days,0.014634146341463415,0.06044905008635579,0.5806563039723661,9.605714285714285
1299,CMP-01300,Q2_BlackFriday_CMP-01300,2023-06-04,2023-06-15,Facebook,26522,310,466.25,31.0,0,FA,11 days,0.011688409622200437,0.1,1.5040322580645162,15.040322580645162
1300,CMP-01301,Q4_Launch_CMP-01301,2023-09-24,2023-09-29,Email,66155,2155,1825.11,348.0,1,EM,5 days,0.03257501322651349,0.1614849187935035,0.8469187935034802,5.244568965517241
1301,CMP-01302,Q1_Winter_CMP-01302,2023-03-12,2023-03-21,Instagram,56168,2651,2294.06,306.0,0,IN,9 days,0.04719769263637658,0.11542814032440589,0.8653564692568841,7.496928104575163
1302,CMP-01303,Q2_BlackFriday_CMP-01303,2023-09-19,2023-10-09,Instagram,53487,2341,2245.18,404.0,1,IN,20 days,0.043767644474358255,0.17257582229816318,0.959068774028193,5.557376237623762
1303,CMP-01304,Q1_Launch_CMP-01304,2023-02-28,2023-03-03,Instagram,13342,494,294.19,65.0,0,IN,3 days,0.03702593314345675,0.13157894736842105,0.5955263157894737,4.526
1304,CMP-01305,Q1_BlackFriday_CMP-01305,2023-11-08,2023-11-17,Email,41806,650,497.7,123.0,0,EM,9 days,0.015548007463043582,0.18923076923076923,0.7656923076923077,4.046341463414634
1305,CMP-01306,Q1_BlackFriday_CMP-01306,2023-09-25,2023-09-29,Email,49770,1003,509.23,192.0,1,EM,4 days,0.020152702431183445,0.1914257228315055,0.5077068793619143,2.6522395833333334
1306,CMP-01307,Q1_Summer_CMP-01307,2023-07-29,2023-08-11,TikTok,79623,3584,4186.52,216.0,0,TI,13 days,0.045012119613679465,0.060267857142857144,1.1681138392857144,19.38203703703704
1307,CMP-01308,Q4_Winter_CMP-01308,2023-09-12,2023-10-09,Facebook,76629,1326,830.58,157.0,0,FA,27 days,0.01730415377990056,0.11840120663650075,0.6263800904977376,5.29031847133758
1308,CMP-01309,Q2_BlackFriday_CMP-01309,2023-04-27,2023-09-04,Instagram,53603,1133,1726.67,160.0,1,INVALID,130 days,0.02113687666735071,0.1412180052956752,1.5239805825242718,10.7916875
1309,CMP-01310,Q2_Winter_CMP-01310,2023-10-12,2023-12-23,TikTok,82974,1259,1074.47,111.0,0,TI,72 days,0.01517342782076313,0.08816521048451152,0.8534312946783161,9.67990990990991
1310,CMP-01311,Q2_Launch_CMP-01311,2023-02-26,2023-02-27,TikTok,27399,1014,1942.18,112.0,0,TI,1 days,0.037008649950728126,0.11045364891518737,1.9153648915187378,17.340892857142858
1311,CMP-01312,Q2_Summer_CMP-01312,2023-03-18,2023-03-21,Facebook,86382,4125,7453.37,625.0,0,INVALID,3 days,0.047753004098075987,0.15151515151515152,1.8068775757575757,11.925392
1312,CMP-01313,Q3_BlackFriday_CMP-01313,2023-02-08,2023-02-15,Email,82244,1707,1594.61,143.0,1,EM,7 days,0.020755313457516657,0.0837727006444054,0.9341593438781487,11.151118881118881
1313,CMP-01314,Q1_Winter_CMP-01314,2023-05-12,2023-06-07,Google Ads,77534,2249,3766.68,315.0,0,GO,26 days,0.029006629349704646,0.14006224988883947,1.67482436638506,11.957714285714285
1314,CMP-01315,Q1_Winter_CMP-01315,2023-02-05,2023-06-01,Facebook,56106,1984,3382.46,306.0,0,FA,116 days,0.03536163690157915,0.15423387096774194,1.7048689516129032,11.053790849673202
1315,CMP-01316,Q3_Summer_CMP-01316,2023-03-31,2023-04-09,Google Ads,31678,1583,3134.09,100.0,0,GO,9 days,0.04997158911547446,0.06317119393556538,1.9798420720151613,31.3409
1316,CMP-01317,Q2_Winter_CMP-01317,2023-07-04,2023-08-03,Unknown,77218,1095,1529.45,136.0,0,XX,30 days,0.014180631458986247,0.12420091324200913,1.39675799086758,11.245955882352941
1318,CMP-01319,Q4_Summer_CMP-01319,2023-01-24,2023-02-08,Email,75055,1906,2802.31,302.0,1,EM,15 days,0.025394710545599893,0.1584470094438615,1.4702570828961175,9.279172185430463
1319,CMP-01320,Q1_BlackFriday_CMP-01320,2023-03-12,2023-04-11,Email,57373,2560,3679.92,200.0,0,E-,30 days,0.04462029177487668,0.078125,1.43746875,18.3996
1320,CMP-01321,Q1_Winter_CMP-01321,2023-07-03,2023-07-21,Facebook,32480,943,1374.45,173.0,1,FA,18 days,0.029033251231527092,0.18345705196182396,1.4575291622481443,7.944797687861272
